time_iso8601,forks_cumulative
2014-11-23 00:00:00+00:00,1
2016-02-15 00:00:00+00:00,2
2018-03-15 00:00:00+00:00,3
2018-05-12 00:00:00+00:00,4
2018-08-14 00:00:00+00:00,5
2018-10-10 00:00:00+00:00,6
2019-01-09 00:00:00+00:00,7
2019-06-23 00:00:00+00:00,8
2019-10-09 00:00:00+00:00,9
2019-10-20 00:00:00+00:00,10
2020-01-17 00:00:00+00:00,11
2020-06-22 00:00:00+00:00,12
2020-07-10 00:00:00+00:00,13
2020-07-12 00:00:00+00:00,14
2021-02-14 00:00:00+00:00,15
2022-05-10 00:00:00+00:00,16
