referrer,views_total,views_unique
github.com,101,5
Google,91,14
brian2cuda.readthedocs.io,11,1
neurostars.org,7,2
Bing,2,2
DuckDuckGo,1,1
brian2.readthedocs.io,1,1
chatgpt.com,1,1
