referrer,views_total,views_unique
Google,144,19
github.com,14,4
brian2cuda.readthedocs.io,10,4
brian.discourse.group,9,3
search.brave.com,5,2
readcube.com,4,1
github.dev,3,1
frontiersin.org,1,1
sprekelerlab.org,1,1
