url_path,views_total,views_unique
/brian-team/brian2cuda,19,13
/brian-team/brian2cuda/blob/master/examples/stdp.py,5,2
/brian-team/brian2cuda/blob/master/examples/utils.py,2,2
/brian-team/brian2cuda/issues/225,2,2
/brian-team/brian2cuda/tree/master/examples,2,2
/brian-team/brian2cuda/blob/835c978ad758bc0621e34344c1fb7b811ef8a118/brian2cuda/tests/features/cuda_configuration.py,1,1
/brian-team/brian2cuda/blob/master/examples/run_examples.sh,1,1
/brian-team/brian2cuda/blob/master/pyproject.toml,1,1
/brian-team/brian2cuda/blob/master/README.md,1,1
/brian-team/brian2cuda/issues/222,1,1
