referrer,views_total,views_unique
Google,30,14
frontiersin.org,9,1
brian2cuda.readthedocs.io,7,6
sprekelerlab.org,4,1
github.com,4,1
cn.bing.com,1,1
Bing,1,1
DuckDuckGo,1,1
chatgpt.com,1,1
