time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-01 00:00:00+00:00,3,2,6,4
2026-06-02 00:00:00+00:00,5,5,5,4
2026-06-03 00:00:00+00:00,2,2,15,3
2026-06-04 00:00:00+00:00,13,9,7,4
2026-06-05 00:00:00+00:00,10,10,13,8
2026-06-06 00:00:00+00:00,3,1,4,2
2026-06-07 00:00:00+00:00,1,1,5,2
2026-06-08 00:00:00+00:00,4,4,2,2
2026-06-09 00:00:00+00:00,3,3,4,4
2026-06-10 00:00:00+00:00,142,53,87,5
2026-06-11 00:00:00+00:00,124,29,104,5
2026-06-12 00:00:00+00:00,4,4,44,10
2026-06-13 00:00:00+00:00,7,6,18,17
2026-06-14 00:00:00+00:00,13,11,2,2
