time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-04 00:00:00+00:00,10,7,16,6
2026-04-05 00:00:00+00:00,1,1,15,4
2026-04-06 00:00:00+00:00,6,6,10,3
2026-04-07 00:00:00+00:00,7,6,16,3
2026-04-08 00:00:00+00:00,5,3,12,3
2026-04-09 00:00:00+00:00,5,3,18,2
2026-04-10 00:00:00+00:00,7,5,62,6
2026-04-11 00:00:00+00:00,3,3,7,5
2026-04-12 00:00:00+00:00,0,0,6,3
2026-04-13 00:00:00+00:00,0,0,3,1
2026-04-14 00:00:00+00:00,5,5,2,2
2026-04-15 00:00:00+00:00,2,2,3,2
2026-04-16 00:00:00+00:00,2,1,4,2
2026-04-17 00:00:00+00:00,5,4,11,2
