time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,2,2,13,5
2026-05-24 00:00:00+00:00,6,5,1,1
2026-05-25 00:00:00+00:00,7,6,3,3
2026-05-26 00:00:00+00:00,8,6,6,5
2026-05-27 00:00:00+00:00,5,5,3,3
2026-05-28 00:00:00+00:00,34,26,6,5
2026-05-29 00:00:00+00:00,2,2,4,4
2026-05-30 00:00:00+00:00,50,31,10,2
2026-05-31 00:00:00+00:00,1,1,6,6
2026-06-01 00:00:00+00:00,3,2,6,4
2026-06-02 00:00:00+00:00,5,5,5,4
2026-06-03 00:00:00+00:00,2,2,15,3
2026-06-04 00:00:00+00:00,13,9,7,4
2026-06-05 00:00:00+00:00,10,10,13,8
