referrer,views_total,views_unique
brian2cuda.readthedocs.io,43,5
Google,13,11
brian.discourse.group,3,1
Bing,2,1
DuckDuckGo,2,1
chatgpt.com,2,1
cn.bing.com,1,1
github.com,1,1
