time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-23 00:00:00+00:00,2,2,1,1
2025-10-24 00:00:00+00:00,7,7,8,4
2025-10-25 00:00:00+00:00,2,2,7,2
2025-10-26 00:00:00+00:00,2,2,2,2
2025-10-27 00:00:00+00:00,7,7,4,1
2025-10-28 00:00:00+00:00,13,12,6,3
2025-10-29 00:00:00+00:00,1,1,5,5
2025-10-30 00:00:00+00:00,3,3,5,5
2025-10-31 00:00:00+00:00,3,3,4,4
2025-11-01 00:00:00+00:00,6,6,7,6
2025-11-02 00:00:00+00:00,2,2,13,4
2025-11-03 00:00:00+00:00,1,1,19,5
2025-11-04 00:00:00+00:00,3,3,8,5
2025-11-05 00:00:00+00:00,3,3,12,8
