url_path,views_total,views_unique
/brian-team/brian2cuda,14,11
/brian-team/brian2cuda/issues/53,7,3
/brian-team/brian2cuda/issues/45,4,3
/brian-team/brian2cuda/tree/master/examples/compartmental,4,2
/brian-team/brian2cuda/blob/master/examples/brunelhakim.py,2,2
/brian-team/brian2cuda/blob/master/examples/cuba.py,2,2
/brian-team/brian2cuda/blob/master/README.md,2,2
/brian-team/brian2cuda/tree/master/examples,2,2
/brian-team/brian2cuda/blob/master/brian2cuda/cuda_generator.py,1,1
/brian-team/brian2cuda/blob/master/docs_sphinx/reference/brian2cuda.rst,1,1
