time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-10 00:00:00+00:00,1,1,5,5
2026-08-11 00:00:00+00:00,20,7,28,5
2026-08-12 00:00:00+00:00,4,4,8,4
2026-08-13 00:00:00+00:00,4,3,10,5
2026-08-14 00:00:00+00:00,5,5,19,6
2026-08-15 00:00:00+00:00,26,7,29,3
2026-08-16 00:00:00+00:00,23,14,24,3
2026-08-17 00:00:00+00:00,12,5,29,5
2026-08-18 00:00:00+00:00,11,9,13,6
2026-08-19 00:00:00+00:00,22,7,49,8
2026-08-20 00:00:00+00:00,33,22,9,4
2026-08-21 00:00:00+00:00,33,23,23,6
2026-08-22 00:00:00+00:00,15,5,45,8
2026-08-23 00:00:00+00:00,17,8,13,6
