time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-09 00:00:00+00:00,11,7,6,1
2026-07-10 00:00:00+00:00,12,11,14,4
2026-07-11 00:00:00+00:00,11,8,2,2
2026-07-12 00:00:00+00:00,4,4,3,2
2026-07-13 00:00:00+00:00,31,15,9,2
2026-07-14 00:00:00+00:00,6,6,1,1
2026-07-15 00:00:00+00:00,4,3,6,4
2026-07-16 00:00:00+00:00,12,6,10,5
2026-07-17 00:00:00+00:00,39,17,24,3
2026-07-18 00:00:00+00:00,4,3,2,2
2026-07-19 00:00:00+00:00,1,1,4,3
2026-07-20 00:00:00+00:00,9,7,3,3
2026-07-21 00:00:00+00:00,7,4,3,1
2026-07-22 00:00:00+00:00,87,22,49,1
