time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,21,4,17,17
2026-08-27 00:00:00+00:00,13,4,21,5
2026-08-28 00:00:00+00:00,2,2,8,4
2026-08-29 00:00:00+00:00,3,3,1,1
2026-08-30 00:00:00+00:00,22,15,1,1
2026-08-31 00:00:00+00:00,9,8,3,3
2026-09-01 00:00:00+00:00,96,6,65,4
2026-09-02 00:00:00+00:00,34,12,50,4
2026-09-03 00:00:00+00:00,4,4,0,0
2026-09-04 00:00:00+00:00,41,6,27,3
2026-09-05 00:00:00+00:00,31,4,4,4
2026-09-06 00:00:00+00:00,5,5,3,3
2026-09-07 00:00:00+00:00,139,25,29,6
2026-09-08 00:00:00+00:00,15,11,16,4
