referrer,views_total,views_unique
github.com,129,4
Google,41,10
brian2cuda.readthedocs.io,20,2
neurostars.org,4,2
Bing,2,2
DuckDuckGo,1,1
brian2.readthedocs.io,1,1
chatgpt.com,1,1
ecosia.org,1,1
