time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-25 00:00:00+00:00,10,8,4,3
2026-02-26 00:00:00+00:00,4,4,10,6
2026-02-27 00:00:00+00:00,4,4,26,5
2026-02-28 00:00:00+00:00,0,0,25,6
2026-03-01 00:00:00+00:00,2,2,12,5
2026-03-02 00:00:00+00:00,0,0,29,8
2026-03-03 00:00:00+00:00,7,6,4,3
2026-03-04 00:00:00+00:00,2,2,4,3
2026-03-05 00:00:00+00:00,3,3,33,5
2026-03-06 00:00:00+00:00,5,4,16,7
2026-03-07 00:00:00+00:00,8,3,78,3
2026-03-08 00:00:00+00:00,6,6,44,8
2026-03-09 00:00:00+00:00,532,3,5,4
2026-03-10 00:00:00+00:00,8,8,30,8
