time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-03 00:00:00+00:00,4,4,0,0
2026-09-04 00:00:00+00:00,41,6,27,3
2026-09-05 00:00:00+00:00,31,4,4,4
2026-09-06 00:00:00+00:00,5,5,3,3
2026-09-07 00:00:00+00:00,139,25,29,6
2026-09-08 00:00:00+00:00,15,11,16,4
2026-09-09 00:00:00+00:00,6,6,11,3
2026-09-10 00:00:00+00:00,3,3,8,3
2026-09-11 00:00:00+00:00,29,10,62,9
2026-09-12 00:00:00+00:00,11,11,8,4
2026-09-13 00:00:00+00:00,35,7,11,2
2026-09-14 00:00:00+00:00,9,8,22,10
2026-09-15 00:00:00+00:00,5,4,9,6
2026-09-16 00:00:00+00:00,41,24,21,8
