time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-09 00:00:00+00:00,5,3,18,2
2026-04-10 00:00:00+00:00,7,5,62,6
2026-04-11 00:00:00+00:00,3,3,7,5
2026-04-12 00:00:00+00:00,0,0,6,3
2026-04-13 00:00:00+00:00,0,0,3,1
2026-04-14 00:00:00+00:00,5,5,2,2
2026-04-15 00:00:00+00:00,2,2,3,2
2026-04-16 00:00:00+00:00,2,1,4,2
2026-04-17 00:00:00+00:00,5,4,11,2
2026-04-18 00:00:00+00:00,2,2,4,4
2026-04-19 00:00:00+00:00,1,1,5,3
2026-04-20 00:00:00+00:00,3,2,8,6
2026-04-21 00:00:00+00:00,4,3,4,4
2026-04-22 00:00:00+00:00,18,14,9,2
