time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-18 00:00:00+00:00,2,2,4,4
2026-04-19 00:00:00+00:00,1,1,5,3
2026-04-20 00:00:00+00:00,3,2,8,6
2026-04-21 00:00:00+00:00,4,3,4,4
2026-04-22 00:00:00+00:00,18,14,9,2
2026-04-23 00:00:00+00:00,9,5,5,2
2026-04-24 00:00:00+00:00,10,9,2,2
2026-04-25 00:00:00+00:00,3,3,7,5
2026-04-26 00:00:00+00:00,2,2,2,1
2026-04-27 00:00:00+00:00,4,2,0,0
2026-04-28 00:00:00+00:00,818,41,6,2
2026-04-29 00:00:00+00:00,20,8,33,4
2026-04-30 00:00:00+00:00,91,29,15,3
2026-05-01 00:00:00+00:00,4,4,6,6
