url_path,views_total,views_unique
/brian-team/brian2cuda,18,12
/brian-team/brian2cuda/commits/parallel,9,1
/brian-team/brian2cuda/tree/master/brian2cuda,7,2
/brian-team/brian2cuda/commits/master,7,1
/brian-team/brian2cuda/issues,6,1
/brian-team/brian2cuda/issues/225,4,4
/brian-team/brian2cuda/blob/master/pyproject.toml,2,2
/brian-team/brian2cuda/commit/5aaf64cdab1364d0420b0ae40806cc1173e5fe0d,2,1
/brian-team/brian2cuda/commit/8ea335dbb40f9056c680ead66d3a44ff30f9fa36,2,1
/brian-team/brian2cuda/commit/ac051a1443e6ac6d7c6eb899ea856f28c45e097d,2,1
