time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-18 00:00:00+00:00,5,4,17,6
2026-03-19 00:00:00+00:00,5,5,47,9
2026-03-20 00:00:00+00:00,2,2,13,3
2026-03-21 00:00:00+00:00,4,2,1,1
2026-03-22 00:00:00+00:00,4,3,10,5
2026-03-23 00:00:00+00:00,4,3,14,4
2026-03-24 00:00:00+00:00,2,2,19,6
2026-03-25 00:00:00+00:00,2,2,16,8
2026-03-26 00:00:00+00:00,2,1,71,7
2026-03-27 00:00:00+00:00,4,3,27,7
2026-03-28 00:00:00+00:00,5,4,14,2
2026-03-29 00:00:00+00:00,16,4,35,6
2026-03-30 00:00:00+00:00,11,8,55,5
2026-03-31 00:00:00+00:00,21,16,100,7
