time_iso8601,stars_cumulative
2014-02-10 00:00:00+00:00,2
2019-09-23 00:00:00+00:00,3
2019-10-03 00:00:00+00:00,4
2019-10-04 00:00:00+00:00,5
2019-10-08 00:00:00+00:00,6
2019-11-07 00:00:00+00:00,7
2020-06-22 00:00:00+00:00,8
2020-07-02 00:00:00+00:00,9
2020-08-28 00:00:00+00:00,10
2021-07-10 00:00:00+00:00,11
2021-07-27 00:00:00+00:00,12
2022-02-25 00:00:00+00:00,13
2022-06-20 00:00:00+00:00,14
