referrer,views_total,views_unique
Google,237,187
github.com,50,26
brian2.readthedocs.io,39,17
briansimulator.org,13,8
Bing,11,5
chatgpt.com,8,6
en.wikipedia.org,6,2
neurostars.org,5,2
brian.discourse.group,4,1
copilot.microsoft.com,3,1
