referrer,views_total,views_unique
Google,254,103
github.com,175,47
brian2.readthedocs.io,91,24
neurostars.org,38,7
briansimulator.org,36,9
search.brave.com,24,4
DuckDuckGo,17,8
chatgpt.com,14,7
open-neuromorphic.org,12,2
pypi.org,11,6
