referrer,views_total,views_unique
Google,275,214
github.com,62,31
brian2.readthedocs.io,38,17
briansimulator.org,13,8
chatgpt.com,10,8
Bing,10,4
theregister.com,4,4
Yahoo,4,1
brian.discourse.group,4,1
en.wikipedia.org,2,1
