referrer,views_total,views_unique
Google,124,56
github.com,69,26
chatgpt.com,25,6
brian2.readthedocs.io,23,17
briansimulator.org,16,6
Bing,9,3
en.wikipedia.org,6,2
ecosia.org,3,2
elifesciences.org,3,1
oceanhero.today,3,1
