referrer,views_total,views_unique
Google,65,41
github.com,62,25
brian2.readthedocs.io,30,12
briansimulator.org,15,4
Bing,14,7
open-neuromorphic.org,8,4
chatgpt.com,3,3
perplexity.ai,3,2
DuckDuckGo,2,2
en.wikipedia.org,2,1
