referrer,views_total,views_unique
Google,125,52
github.com,84,24
chatgpt.com,31,8
briansimulator.org,21,7
yandex.ru,8,1
gemini.google.com,7,3
DuckDuckGo,5,3
Bing,4,3
brian2.readthedocs.io,3,3
open-neuromorphic.org,3,1
