referrer,views_total,views_unique
Google,94,34
github.com,64,24
briansimulator.org,31,9
open-neuromorphic.org,28,3
brian2.readthedocs.io,20,9
brian.discourse.group,17,6
Bing,13,9
DuckDuckGo,10,1
chatgpt.com,4,3
en.wikipedia.org,3,2
