referrer,views_total,views_unique
Google,257,100
github.com,206,52
brian2.readthedocs.io,80,23
neurostars.org,79,12
briansimulator.org,36,9
search.brave.com,28,3
pypi.org,12,6
open-neuromorphic.org,12,2
DuckDuckGo,11,6
chatgpt.com,9,6
