referrer,views_total,views_unique
Google,341,92
github.com,82,27
briansimulator.org,27,11
brian2.readthedocs.io,14,7
Bing,9,8
docs.google.com,9,5
open-neuromorphic.org,8,7
marcel.stimberg.info,6,1
chatgpt.com,5,5
cn.bing.com,5,4
