referrer,views_total,views_unique
github.com,102,11
Google,84,34
brian.discourse.group,9,2
brian2.readthedocs.io,8,3
cn.bing.com,6,3
Bing,5,4
DuckDuckGo,3,3
chatgpt.com,2,2
search.brave.com,2,2
briansimulator.org,1,1
