referrer,views_total,views_unique
Google,179,134
github.com,69,39
search.brave.com,22,9
briansimulator.org,19,12
brian2.readthedocs.io,17,16
chatgpt.com,16,15
Bing,13,6
help.appveyor.com,6,6
Yahoo,5,2
en.wikipedia.org,5,2
