referrer,views_total,views_unique
github.com,259,54
Google,252,101
neurostars.org,87,13
brian2.readthedocs.io,77,23
briansimulator.org,35,8
search.brave.com,28,3
open-neuromorphic.org,12,2
chatgpt.com,9,6
Bing,7,6
pypi.org,7,5
