referrer,views_total,views_unique
Google,172,77
github.com,118,25
brian2.readthedocs.io,20,7
briansimulator.org,18,10
brian.discourse.group,14,5
DuckDuckGo,13,7
Bing,12,5
cn.bing.com,10,4
chatgpt.com,8,5
open-neuromorphic.org,4,1
