referrer,views_total,views_unique
Google,145,52
github.com,70,25
brian2.readthedocs.io,44,20
DuckDuckGo,35,7
brian.discourse.group,31,11
en.wikipedia.org,30,2
briansimulator.org,27,9
chatgpt.com,21,7
Bing,16,7
open-neuromorphic.org,9,5
