time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,213,37,37,12
2025-11-25 00:00:00+00:00,172,33,45,26
2025-11-26 00:00:00+00:00,270,147,81,32
2025-11-27 00:00:00+00:00,196,54,88,34
2025-11-28 00:00:00+00:00,141,48,842,771
2025-11-29 00:00:00+00:00,48,37,50,14
2025-11-30 00:00:00+00:00,40,20,31,22
2025-12-01 00:00:00+00:00,507,78,53,27
2025-12-02 00:00:00+00:00,72,30,25,18
2025-12-03 00:00:00+00:00,89,49,60,27
2025-12-04 00:00:00+00:00,599,59,67,34
2025-12-05 00:00:00+00:00,213,68,42,19
2025-12-06 00:00:00+00:00,28,20,70,21
2025-12-07 00:00:00+00:00,43,23,31,14
