referrer,views_total,views_unique
Google,220,64
github.com,60,19
briansimulator.org,26,14
brian2.readthedocs.io,19,3
Bing,18,8
search.brave.com,14,4
chatgpt.com,13,4
open-neuromorphic.org,9,8
en.wikipedia.org,8,4
rockpool.ai,6,1
