time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-12 00:00:00+00:00,190,13,56,13
2025-07-13 00:00:00+00:00,28,8,6,4
2025-07-14 00:00:00+00:00,18,14,45,23
2025-07-15 00:00:00+00:00,65,10,57,25
2025-07-16 00:00:00+00:00,83,8,55,19
2025-07-17 00:00:00+00:00,5,4,52,24
2025-07-18 00:00:00+00:00,10,7,56,25
2025-07-19 00:00:00+00:00,4,4,13,12
2025-07-20 00:00:00+00:00,32,6,22,11
2025-07-21 00:00:00+00:00,141,19,42,16
2025-07-22 00:00:00+00:00,31,6,58,15
2025-07-23 00:00:00+00:00,206,55,62,15
2025-07-24 00:00:00+00:00,169,20,42,17
2025-07-25 00:00:00+00:00,83,21,36,13
