referrer,views_total,views_unique
Google,317,86
github.com,76,24
briansimulator.org,30,12
open-neuromorphic.org,10,9
chatgpt.com,7,4
cn.bing.com,6,5
brian2.readthedocs.io,6,4
brian.discourse.group,4,2
docs.google.com,3,3
search.brave.com,3,1
