referrer,views_total,views_unique
github.com,353,57
Google,296,113
neurostars.org,134,19
brian2.readthedocs.io,64,25
briansimulator.org,20,7
theregister.com,14,12
Bing,13,9
chatgpt.com,13,8
search.brave.com,13,3
DuckDuckGo,7,5
