time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-25 00:00:00+00:00,61,8,106,22
2025-03-26 00:00:00+00:00,9,9,145,27
2025-03-27 00:00:00+00:00,5,4,119,27
2025-03-28 00:00:00+00:00,6,5,61,14
2025-03-29 00:00:00+00:00,10,4,157,21
2025-03-30 00:00:00+00:00,30,4,71,23
2025-03-31 00:00:00+00:00,290,19,65,28
2025-04-01 00:00:00+00:00,143,23,90,34
2025-04-02 00:00:00+00:00,11,10,151,28
2025-04-03 00:00:00+00:00,48,8,184,33
2025-04-04 00:00:00+00:00,15,4,184,18
2025-04-05 00:00:00+00:00,4,4,78,17
2025-04-06 00:00:00+00:00,21,3,160,17
2025-04-07 00:00:00+00:00,455,20,205,28
