referrer,views_total,views_unique
Google,128,59
github.com,89,33
brian2.readthedocs.io,27,19
chatgpt.com,19,6
briansimulator.org,10,5
Bing,10,4
en.wikipedia.org,9,3
search.brave.com,4,1
open-neuromorphic.org,3,3
oceanhero.today,3,1
