referrer,views_total,views_unique
github.com,216,32
Google,125,63
brian2.readthedocs.io,77,25
briansimulator.org,43,17
Bing,19,8
neurostars.org,17,3
en.wikipedia.org,12,4
open-neuromorphic.org,5,4
chatgpt.com,4,2
ecosia.org,4,2
