referrer,views_total,views_unique
github.com,92,31
Google,87,46
brian2.readthedocs.io,27,15
chatgpt.com,18,5
briansimulator.org,16,8
Bing,7,7
open-neuromorphic.org,6,5
DuckDuckGo,4,2
brian.discourse.group,3,2
perplexity.ai,2,2
