referrer,views_total,views_unique
Google,230,118
github.com,92,38
brian2.readthedocs.io,56,20
briansimulator.org,16,6
chatgpt.com,10,5
Bing,9,7
en.wikipedia.org,8,3
brian.discourse.group,8,2
help.appveyor.com,6,6
neurostars.org,6,2
