time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-04 00:00:00+00:00,304,67,36,23
2026-05-05 00:00:00+00:00,318,55,47,33
2026-05-06 00:00:00+00:00,299,51,58,17
2026-05-07 00:00:00+00:00,986,47,40,27
2026-05-08 00:00:00+00:00,554,51,24,19
2026-05-09 00:00:00+00:00,120,53,26,18
2026-05-10 00:00:00+00:00,202,32,22,11
2026-05-11 00:00:00+00:00,188,36,32,17
2026-05-12 00:00:00+00:00,108,38,10,9
2026-05-13 00:00:00+00:00,200,82,19,13
2026-05-14 00:00:00+00:00,101,34,30,15
2026-05-15 00:00:00+00:00,117,73,29,13
2026-05-16 00:00:00+00:00,95,31,42,13
2026-05-17 00:00:00+00:00,119,33,14,13
