referrer,views_total,views_unique
Google,410,67
github.com,88,22
briansimulator.org,32,11
Bing,29,8
chatgpt.com,25,10
brian2.readthedocs.io,25,4
search.brave.com,17,4
ecosia.org,14,1
DuckDuckGo,6,4
cn.bing.com,6,4
