url_path,views_total,views_unique
/brian-team/brian2,259,193
/brian-team/brian2/blob/master/CONTRIBUTORS,64,64
/brian-team/brian2/issues,40,14
/brian-team/brian2/pulls,26,10
/brian-team/brian2/tree/master/brian2,13,8
/brian-team/brian2/pull/1769,11,3
/brian-team/brian2/issues/1862,7,4
/brian-team/brian2/blob/master/README.md,6,6
/brian-team/brian2/blob/master/tutorials/1-intro-to-brian-neurons.ipynb,6,4
/brian-team/brian2/blob/master/docs_sphinx/developer/notes/refractoriness_and_linearity.rst,5,5
