time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-17 00:00:00+00:00,115,13,77,17
2025-06-18 00:00:00+00:00,180,74,82,19
2025-06-19 00:00:00+00:00,17,10,72,12
2025-06-20 00:00:00+00:00,10,6,36,18
2025-06-21 00:00:00+00:00,135,8,33,12
2025-06-22 00:00:00+00:00,31,9,20,14
2025-06-23 00:00:00+00:00,320,128,63,28
2025-06-24 00:00:00+00:00,194,75,87,26
2025-06-25 00:00:00+00:00,2,2,51,21
2025-06-26 00:00:00+00:00,85,9,118,17
2025-06-27 00:00:00+00:00,36,7,52,16
2025-06-28 00:00:00+00:00,26,16,36,12
2025-06-29 00:00:00+00:00,45,2,37,12
2025-06-30 00:00:00+00:00,229,24,53,26
