referrer,views_total,views_unique
Google,127,60
github.com,108,18
chatgpt.com,16,5
open-neuromorphic.org,14,5
briansimulator.org,12,6
pypi.org,12,3
brian2.readthedocs.io,10,5
cn.bing.com,7,3
brian.discourse.group,5,2
qiita.com,4,2
