referrer,views_total,views_unique
Google,119,48
github.com,75,24
chatgpt.com,25,6
brian2.readthedocs.io,19,16
briansimulator.org,18,8
search.brave.com,8,1
Bing,7,4
en.wikipedia.org,6,2
neurostars.org,4,1
ecosia.org,3,2
