time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-17 00:00:00+00:00,21,3,25,16
2025-08-18 00:00:00+00:00,31,6,73,15
2025-08-19 00:00:00+00:00,18,18,15,10
2025-08-20 00:00:00+00:00,2,1,34,18
2025-08-21 00:00:00+00:00,4,4,38,16
2025-08-22 00:00:00+00:00,19,11,5,5
2025-08-23 00:00:00+00:00,286,85,80,6
2025-08-24 00:00:00+00:00,22,4,19,7
2025-08-25 00:00:00+00:00,148,22,94,19
2025-08-26 00:00:00+00:00,6,6,13,7
2025-08-27 00:00:00+00:00,8,4,33,15
2025-08-28 00:00:00+00:00,3,3,10,9
2025-08-29 00:00:00+00:00,3,3,11,5
2025-08-30 00:00:00+00:00,31,7,19,11
