referrer,views_total,views_unique
Google,119,67
github.com,100,31
briansimulator.org,38,11
Bing,27,7
brian2.readthedocs.io,21,8
brian.discourse.group,21,2
marcel.stimberg.info,21,1
chatgpt.com,17,8
en.wikipedia.org,14,4
DuckDuckGo,14,3
