referrer,views_total,views_unique
github.com,101,17
Google,97,56
brian2.readthedocs.io,85,19
Bing,34,7
l.threads.com,25,18
brian.discourse.group,14,6
search.brave.com,11,4
chatgpt.com,10,8
jeuxvideo.com,10,3
briansimulator.org,9,6
