referrer,views_total,views_unique
Google,330,68
github.com,58,23
brian2.readthedocs.io,29,5
Bing,28,7
briansimulator.org,25,11
search.brave.com,18,4
chatgpt.com,16,7
ecosia.org,14,1
DuckDuckGo,6,4
en.wikipedia.org,6,2
