referrer,views_total,views_unique
github.com,392,59
Google,309,123
neurostars.org,145,22
brian2.readthedocs.io,61,24
briansimulator.org,19,6
theregister.com,16,14
Bing,14,9
chatgpt.com,13,8
search.brave.com,13,3
pypi.org,7,5
