referrer,views_total,views_unique
Google,130,56
github.com,109,27
briansimulator.org,28,9
chatgpt.com,25,8
brian2.readthedocs.io,8,2
yandex.ru,8,1
DuckDuckGo,7,6
gemini.google.com,7,3
Bing,4,3
open-neuromorphic.org,3,2
