referrer,views_total,views_unique
Google,709,85
github.com,213,23
brian2.readthedocs.io,51,5
briansimulator.org,41,10
Bing,27,7
chatgpt.com,24,9
DuckDuckGo,20,3
ecosia.org,14,1
search.brave.com,10,4
en.wikipedia.org,9,4
