referrer,views_total,views_unique
Google,97,54
github.com,96,32
brian2.readthedocs.io,25,14
chatgpt.com,20,7
briansimulator.org,15,8
Bing,10,6
DuckDuckGo,4,2
open-neuromorphic.org,3,3
brian.discourse.group,3,2
perplexity.ai,2,2
