referrer,views_total,views_unique
Google,200,156
github.com,73,38
search.brave.com,20,7
briansimulator.org,18,11
brian2.readthedocs.io,16,15
chatgpt.com,16,15
Bing,12,5
pypi.org,5,3
Yahoo,5,2
brian.discourse.group,5,2
