time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-23 00:00:00+00:00,6,5,63,28
2025-12-24 00:00:00+00:00,5,3,78,14
2025-12-25 00:00:00+00:00,16,10,28,22
2025-12-26 00:00:00+00:00,14,12,24,18
2025-12-27 00:00:00+00:00,74,10,25,17
2025-12-28 00:00:00+00:00,300,11,29,12
2025-12-29 00:00:00+00:00,71,12,39,18
2025-12-30 00:00:00+00:00,49,14,73,12
2025-12-31 00:00:00+00:00,38,8,43,21
2026-01-01 00:00:00+00:00,303,23,12,10
2026-01-02 00:00:00+00:00,4,4,29,17
2026-01-03 00:00:00+00:00,7,5,52,23
2026-01-04 00:00:00+00:00,54,25,23,19
2026-01-05 00:00:00+00:00,290,54,86,29
