time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-09 00:00:00+00:00,77,14,101,26
2026-08-10 00:00:00+00:00,70,38,25,20
2026-08-11 00:00:00+00:00,31,28,55,48
2026-08-12 00:00:00+00:00,18,15,42,23
2026-08-13 00:00:00+00:00,4238,30,22,15
2026-08-14 00:00:00+00:00,15,12,59,39
2026-08-15 00:00:00+00:00,33,18,25,15
2026-08-16 00:00:00+00:00,72,16,18,13
2026-08-17 00:00:00+00:00,33,23,56,42
2026-08-18 00:00:00+00:00,87,47,34,19
2026-08-19 00:00:00+00:00,38,24,129,29
2026-08-20 00:00:00+00:00,242,59,51,48
2026-08-21 00:00:00+00:00,1076,67,39,25
2026-08-22 00:00:00+00:00,69,35,45,34
