time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-28 00:00:00+00:00,3,3,10,9
2025-08-29 00:00:00+00:00,3,3,11,5
2025-08-30 00:00:00+00:00,31,7,19,11
2025-08-31 00:00:00+00:00,19,1,30,6
2025-09-01 00:00:00+00:00,115,19,12,9
2025-09-02 00:00:00+00:00,137,17,31,17
2025-09-03 00:00:00+00:00,97,13,66,12
2025-09-04 00:00:00+00:00,6,5,42,16
2025-09-05 00:00:00+00:00,6,6,56,13
2025-09-06 00:00:00+00:00,6,6,15,7
2025-09-07 00:00:00+00:00,24,4,13,7
2025-09-08 00:00:00+00:00,269,17,54,24
2025-09-09 00:00:00+00:00,39,10,60,14
2025-09-10 00:00:00+00:00,63,8,48,21
